reinforcement_ratio,warning_signal_points,warning_pecks,punishment_period,feed_time,total_reinforcements,skip_to_next_value,warning_alarm_volume,warning_display_volume,punishment_condition,subject,is_spot_on,random_warning,Time,Reinforcers,Quarter,Pecks,Event,x,y
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:00:59.163284,0,2.0,14,peck,0.6854166666666667,0.018888888888888844,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:05.081622,0,2.0,14,peck,0.7354166666666667,0.054444444444444406,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:05.550167,0,2.0,14,peck,0.6833333333333333,0.013333333333333308,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:05.550706,0,2.0,14,peck,0.6743055555555556,0.10222222222222221,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:05.587415,0,2.0,14,peck,0.6743055555555556,0.018888888888888844,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:06.668758,0,2.0,14,peck,0.6243055555555556,0.01666666666666672,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:06.669275,0,2.0,14,peck,0.625,0.12222222222222223,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:06.680809,0,2.0,14,peck,0.6319444444444444,0.01777777777777778,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:06.704834,0,2.0,14,peck,0.6333333333333333,0.12222222222222223,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:07.956310,0,2.0,14,peck,0.6826388888888889,0.018888888888888844,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:08.416726,0,2.0,14,peck,0.6673611111111111,0.07777777777777772,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:08.454946,0,2.0,14,peck,0.6597222222222222,0.022222222222222254,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:08.479884,0,2.0,14,peck,0.6673611111111111,0.07777777777777772,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:08.487913,0,2.0,14,peck,0.6576388888888889,0.022222222222222254,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:08.524707,0,2.0,14,peck,0.6673611111111111,0.07777777777777772,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:08.573867,0,2.0,14,peck,0.6666666666666666,0.022222222222222254,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:08.586029,0,2.0,14,peck,0.6673611111111111,0.07777777777777772,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:08.598253,0,2.0,14,peck,0.6694444444444444,0.022222222222222254,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:08.610676,0,2.0,14,peck,0.6673611111111111,0.07777777777777772,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:08.634925,0,2.0,14,peck,0.6694444444444444,0.018888888888888844,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:09.176516,0,2.0,14,peck,0.6388888888888888,0.10222222222222221,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:09.185631,0,2.0,14,peck,0.6388888888888888,0.015555555555555545,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:09.259485,0,2.0,14,peck,0.6388888888888888,0.10222222222222221,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:09.284246,0,2.0,14,peck,0.6326388888888889,0.015555555555555545,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:09.296862,0,2.0,14,peck,0.6340277777777777,0.12111111111111106,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:09.309442,0,2.0,14,peck,0.625,0.01666666666666672,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:09.382861,0,2.0,14,peck,0.6222222222222222,0.1266666666666667,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:09.407834,0,2.0,14,peck,0.5986111111111111,0.01666666666666672,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:10.471468,0,2.0,14,peck,0.5694444444444444,0.02444444444444449,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:10.620087,0,2.0,14,peck,0.4930555555555556,0.010000000000000009,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:10.632543,0,2.0,14,peck,0.49166666666666664,0.15000000000000002,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:10.657703,0,2.0,14,peck,0.4930555555555556,0.010000000000000009,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:10.658733,0,2.0,14,peck,0.49166666666666664,0.15000000000000002,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:10.695209,0,2.0,14,peck,0.48819444444444443,0.02111111111111108,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:10.695716,0,2.0,14,peck,0.49166666666666664,0.15000000000000002,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:10.707796,0,2.0,14,peck,0.4875,0.018888888888888844,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:16.427862,0,2.0,14,peck,0.33958333333333335,0.010000000000000009,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:17.404598,0,2.0,14,peck,0.4131944444444444,0.09888888888888892,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:17.442222,0,2.0,14,peck,0.4125,0.01777777777777778,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:17.443253,0,2.0,14,peck,0.4131944444444444,0.09888888888888892,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:17.479555,0,2.0,14,peck,0.41180555555555554,0.02111111111111108,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:17.480586,0,2.0,14,peck,0.4131944444444444,0.09888888888888892,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:17.516721,0,2.0,14,peck,0.41180555555555554,0.02111111111111108,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:17.518320,0,2.0,14,peck,0.4131944444444444,0.09888888888888892,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:17.540465,0,2.0,14,peck,0.41180555555555554,0.02111111111111108,False
